RG_TOL	1990	1	1	00	01	28.17
RG_TOL	1990	1	1	00	02	28.17
RG_TOL	1990	1	1	00	03	28.17
RG_TOL	1990	1	1	00	04	28.17
RG_TOL	1990	1	1	00	05	28.17
RG_TOL	1990	1	1	00	06	39.48
RG_TOL	1990	1	1	00	07	39.48
RG_TOL	1990	1	1	00	08	39.48
RG_TOL	1990	1	1	00	09	39.48
RG_TOL	1990	1	1	00	10	39.48
RG_TOL	1990	1	1	00	11	152.37
RG_TOL	1990	1	1	00	12	152.37
RG_TOL	1990	1	1	00	13	152.37
RG_TOL	1990	1	1	00	14	152.37
RG_TOL	1990	1	1	00	15	152.37
RG_TOL	1990	1	1	00	16	53.33
RG_TOL	1990	1	1	00	17	53.33
RG_TOL	1990	1	1	00	18	53.33
RG_TOL	1990	1	1	00	19	53.33
RG_TOL	1990	1	1	00	20	53.33
RG_TOL	1990	1	1	00	21	32.53
RG_TOL	1990	1	1	00	22	32.53
RG_TOL	1990	1	1	00	23	32.53
RG_TOL	1990	1	1	00	24	32.53
RG_TOL	1990	1	1	00	25	32.53
RG_TOL	1990	1	1	00	26	25.13
RG_TOL	1990	1	1	00	27	25.13
RG_TOL	1990	1	1	00	28	25.13
RG_TOL	1990	1	1	00	29	25.13
RG_TOL	1990	1	1	00	30	25.13

