RG_SOL	1990	1	1	00	01	16.17
RG_SOL	1990	1	1	00	02	16.17
RG_SOL	1990	1	1	00	03	16.17
RG_SOL	1990	1	1	00	04	16.17
RG_SOL	1990	1	1	00	05	16.17
RG_SOL	1990	1	1	00	06	22.70
RG_SOL	1990	1	1	00	07	22.70
RG_SOL	1990	1	1	00	08	22.70
RG_SOL	1990	1	1	00	09	22.70
RG_SOL	1990	1	1	00	10	22.70
RG_SOL	1990	1	1	00	11	152.60
RG_SOL	1990	1	1	00	12	152.60
RG_SOL	1990	1	1	00	13	152.60
RG_SOL	1990	1	1	00	14	152.60
RG_SOL	1990	1	1	00	15	152.60
RG_SOL	1990	1	1	00	16	33.23
RG_SOL	1990	1	1	00	17	33.23
RG_SOL	1990	1	1	00	18	33.23
RG_SOL	1990	1	1	00	19	33.23
RG_SOL	1990	1	1	00	20	33.23
RG_SOL	1990	1	1	00	21	16.42
RG_SOL	1990	1	1	00	22	16.42
RG_SOL	1990	1	1	00	23	16.42
RG_SOL	1990	1	1	00	24	16.42
RG_SOL	1990	1	1	00	25	16.42
RG_SOL	1990	1	1	00	26	12.82
RG_SOL	1990	1	1	00	27	12.82
RG_SOL	1990	1	1	00	28	12.82
RG_SOL	1990	1	1	00	29	12.82
RG_SOL	1990	1	1	00	30	12.82


